date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:07:03	178/178	------	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Oct%202021%2006:25:42%20GMT	https://www.makerbean.com/static/css/assets/gridtile_3x3.png	www.makerbean.com/static/css/assets/gridtile_3x3.html	(from https://www.makerbean.com/static/css/revolution/rs6.css)
11:07:03	178/178	------	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Oct%202021%2006:25:43%20GMT	https://www.makerbean.com/static/css/assets/gridtile_3x3_white.png	www.makerbean.com/static/css/assets/gridtile_3x3_white.html	(from https://www.makerbean.com/static/css/revolution/rs6.css)
11:07:03	178/178	------	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Oct%202021%2006:25:45%20GMT	https://www.makerbean.com/static/css/assets/loader.gif	www.makerbean.com/static/css/assets/loader.html	(from https://www.makerbean.com/static/css/revolution/rs6.css)
11:07:03	8855/8855	------	200	untouched ('OK')	image/svg+xml	etag:%225dfdb6da-2297%22	https://www.makerbean.com/static/fonts/lg.svg?n1z373	www.makerbean.com/static/fonts/lgd641-4.html	(from https://www.makerbean.com/static/css/plugins/plugins.min.css)
11:07:03	178/178	------	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Oct%202021%2006:25:51%20GMT	https://www.makerbean.com/static/css/img/vimeo-play.png	www.makerbean.com/static/css/img/vimeo-play.html	(from https://www.makerbean.com/static/css/plugins/plugins.min.css)
11:07:03	178/178	------	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Oct%202021%2006:25:52%20GMT	https://www.makerbean.com/static/css/img/video-play.png	www.makerbean.com/static/css/img/video-play.html	(from https://www.makerbean.com/static/css/plugins/plugins.min.css)
11:07:03	178/178	------	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Oct%202021%2006:25:53%20GMT	https://www.makerbean.com/static/css/img/youtube-play.png	www.makerbean.com/static/css/img/youtube-play.html	(from https://www.makerbean.com/static/css/plugins/plugins.min.css)
11:07:03	178/178	------	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Oct%202021%2006:25:54%20GMT	https://www.makerbean.com/static/img/loading.gif	www.makerbean.com/static/img/loading.html	(from https://www.makerbean.com/static/css/plugins/plugins.min.css)
11:07:03	1765/1765	------	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Oct%202021%2006:26:00%20GMT	https://www.makerbean.com/online_courses/index.html	www.makerbean.com/online_courses/index-2.html	(from https://www.makerbean.com/online_courses/)
11:07:03	1490/1490	------	200	untouched ('OK')	text/css	etag:%226012669a-5d2%22	https://www.makerbean.com/static/css/online-editor.css	www.makerbean.com/static/css/online-editor.html	(from https://www.makerbean.com/python_online)
11:07:03	4963/4963	------	200	untouched ('OK')	text/html	date:Fri,%2015%20Oct%202021%2006:26:03%20GMT	https://www.makerbean.com/python_online_reference	www.makerbean.com/python_online_reference.html	(from https://www.makerbean.com/python_online)
11:07:03	2266/2266	------	200	untouched ('OK')	text/css	etag:%225dfdb6da-8da%22	https://www.makerbean.com/static/pinoblock_p5js/blockly-style.css	www.makerbean.com/static/pinoblock_p5js/blockly-style.html	(from https://www.makerbean.com/pinoblock_p5js)
11:07:03	1765/1765	------	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Oct%202021%2006:26:15%20GMT	https://www.makerbean.com/My%20Block.jpg	www.makerbean.com/My%20Block.html	(from https://www.makerbean.com/pinoblock_p5js)
11:07:03	9559/9559	------	200	untouched ('OK')	text/css	etag:%225e018568-2557%22	https://www.makerbean.com/static/css/python_online_reference/normalize.css	www.makerbean.com/static/css/python_online_reference/normalize.html	(from https://www.makerbean.com/python_online_reference)
11:07:03	34610/34610	------	200	untouched ('OK')	text/css	etag:%225e018568-8732%22	https://www.makerbean.com/static/css/python_online_reference/main.css	www.makerbean.com/static/css/python_online_reference/main.html	(from https://www.makerbean.com/python_online_reference)
11:07:03	2334/2334	------	200	untouched ('OK')	text/css	etag:%225e018568-91e%22	https://www.makerbean.com/static/css/python_online_reference/prism.css	www.makerbean.com/static/css/python_online_reference/prism.html	(from https://www.makerbean.com/python_online_reference)
11:07:03	869/869	------	200	untouched ('OK')	text/css	etag:%225e01878c-365%22	https://www.makerbean.com/static/media/python_online_reference/reference.css	www.makerbean.com/static/media/python_online_reference/reference.html	(from https://www.makerbean.com/python_online_reference)
11:07:03	19829/19829	------	200	untouched ('OK')	image/svg+xml	etag:%225e01878c-4d75%22	https://www.makerbean.com/static/images/python_online_reference/makerbean_logo.svg	www.makerbean.com/static/images/python_online_reference/makerbean_logo.html	(from https://www.makerbean.com/python_online_reference)
11:07:03	635/635	------	200	untouched ('OK')	image/svg+xml	etag:%225e01878c-27b%22	https://www.makerbean.com/static/images/python_online_reference/thick-asterisk-alone.svg	www.makerbean.com/static/images/python_online_reference/thick-asterisk-alone.html	(from https://www.makerbean.com/python_online_reference)
11:07:03	130100/130100	------	200	untouched ('OK')	image/svg+xml	etag:%225e018568-1fc34%22	https://www.makerbean.com/static/css/python_online_reference/fonts/AvenirNextLTW01-Medium.svg	www.makerbean.com/static/css/python_online_reference/fonts/AvenirNextLTW01-Medium-3.html	(from https://www.makerbean.com/static/css/python_online_reference/main.css)
11:07:03	62456/62456	------	200	untouched ('OK')	image/svg+xml	etag:%225e018568-f3f8%22	https://www.makerbean.com/static/css/python_online_reference/fonts/inconsolata.svg	www.makerbean.com/static/css/python_online_reference/fonts/inconsolata-4.html	(from https://www.makerbean.com/static/css/python_online_reference/main.css)
11:07:03	178/178	------	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Oct%202021%2006:26:53%20GMT	https://www.makerbean.com/static/css/img/search.png	www.makerbean.com/static/css/img/search.html	(from https://www.makerbean.com/static/css/python_online_reference/main.css)
